Component Name;Application;Category;Type;Database;LCI-ID;Lambda;R-Value;U-Value;Min Density;Max Density;Functional Unit;Type of Assembly;Material;Waste Category;Landfill;Incineration;Reuse;Recycling;Sorted on Building Site
Rigid tiles | Natural stone (400x400x20 mm) | Laid in cement mortar | Imported;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS14;2.91;0.02;;;;sqm;Fixed with cement mortar (R ≥ Rmat);Cement mortar bed;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rigid tiles | Natural stone (400x400x20 mm) | Laid in cement mortar | Imported;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS14;2.91;0.02;;;;sqm;Fixed with cement mortar (R ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rigid tiles | Natural stone (400x400x20 mm) | Laid in cement mortar | Native;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS13;2.91;0.02;;;;sqm;Fixed with cement mortar (R ≥ Rmat);Natural stone tiles;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rigid tiles | Natural stone (400x400x20 mm) | Laid in cement mortar | Native;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS13;2.91;0.02;;;;sqm;Fixed with cement mortar (R ≥ Rmat);Cement mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rigid tiles | Natural stone (400x400x20 mm) | Laid in cement mortar | Native;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS13;2.91;0.02;;;;sqm;Fixed with cement mortar (R ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rigid tiles | Natural stone (400x400x20 mm) | Laid in cement mortar | Native;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS13;2.91;0.02;;;;sqm;Fixed with cement mortar (R ≥ Rmat);Cement mortar bed;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rigid tiles | Natural stone (400x400x20 mm) | Laid in cement mortar | Native;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS13;2.91;0.02;;;;sqm;Fixed with cement mortar (R ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rigid tiles | Natural stone (400x400x20 mm) | Laid in lime mortar | Native;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS1231;2.91;0.02;;;;sqm;Fixed with lime mortar (Rjoint = Rmat);Natural stone tiles;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rigid tiles | Natural stone (400x400x20 mm) | Laid in lime mortar | Native;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS1231;2.91;0.02;;;;sqm;Fixed with lime mortar (Rjoint = Rmat);Lime mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rigid tiles | Natural stone (400x400x20 mm) | Laid in lime mortar | Native;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS1231;2.91;0.02;;;;sqm;Fixed with lime mortar (Rjoint = Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rigid tiles | Natural stone (400x400x20 mm) | Laid in lime mortar | Native;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS1231;2.91;0.02;;;;sqm;Fixed with lime mortar (Rjoint = Rmat);Lime mortar bed;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rigid tiles | Natural stone (400x400x20 mm) | Laid in lime mortar | Native;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS1231;2.91;0.02;;;;sqm;Fixed with lime mortar (Rjoint = Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rigid tiles | Unglazed ceramic (200x200x25 mm) | Laid in lime mortar;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS1227;0.81;0.06;;;;sqm;Fixed with lime mortar (Rjoint = Rmat);Unglazed ceramic tiles;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rigid tiles | Unglazed ceramic (200x200x25 mm) | Laid in lime mortar;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS1227;0.81;0.06;;;;sqm;Fixed with lime mortar (Rjoint = Rmat);Hardening oil;Finishing layer fixed to stony waste;0.05;0.0;0.0;0.95;0.0
Rigid tiles | Unglazed ceramic (200x200x25 mm) | Laid in lime mortar;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS1227;0.81;0.06;;;;sqm;Fixed with lime mortar (Rjoint = Rmat);Lime mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rigid tiles | Unglazed ceramic (200x200x25 mm) | Laid in lime mortar;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS1227;0.81;0.06;;;;sqm;Fixed with lime mortar (Rjoint = Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rigid tiles | Unglazed ceramic (200x200x25 mm) | Laid in lime mortar;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS1227;0.81;0.06;;;;sqm;Fixed with lime mortar (Rjoint = Rmat);Lime mortar bed;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rigid tiles | Unglazed ceramic (200x200x25 mm) | Laid in lime mortar;Floor finish | Cladding;Rigid flooring;Generic component;Ecoinvent 3.6;WS1227;0.81;0.06;;;;sqm;Fixed with lime mortar (Rjoint = Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rigid tiles | Concrete (500x500x60 mm) | Loose laid;Roof finish | Cladding - horizontal surfaces;Rigid flooring;Generic component;Ecoinvent 3.6;WS639;;;;;;sqm;Loose laid;Concrete paving tiles;Other stony waste;0.05;0.0;0.0;0.95;0.75
Cast in situ | Concrete (30 mm);Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS464;1.3;0.02;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (220 mm) | For lightweight concrete panel with PP pots;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1354;1.7;0.13;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (220 mm) | For lightweight concrete panel with PP pots;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1354;1.7;0.13;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (40 mm) | For prestressed concrete beams with concrete block infill;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1340;1.7;0.02;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (40 mm) | For prestressed concrete beams with concrete block infill;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1340;1.7;0.02;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (40 mm) | For prestressed concrete beams with EPS block infill;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1342;1.7;0.02;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (40 mm) | For prestressed concrete beams with EPS block infill;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1342;1.7;0.02;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (40 mm) | For prestressed concrete beams with wood fibre block infill;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1344;1.7;0.02;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (40 mm) | For prestressed concrete beams with wood fibre block infill;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1344;1.7;0.02;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (50 mm) | For prestressed hollow concrete slab;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1821;1.7;0.03;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (50 mm) | For prestressed hollow concrete slab;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1821;1.7;0.03;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (120 mm) | For profiled steel plate;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1338;1.7;0.07;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (120 mm) | For profiled steel plate;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1338;1.7;0.07;;;;sqm;Cast in situ (chemically bonded);Reinforcement net;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (200 mm) | For reinforced concrete panel;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1352;1.7;0.12;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (200 mm) | For reinforced concrete panel;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1352;1.7;0.12;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (200 mm) | For reinforced concrete panel;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1352;1.7;0.12;;;;sqm;Cast in situ (chemically bonded);Joint reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (50 mm) | For reinforced hollow core EPS slabs;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1349;1.7;0.03;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (50 mm) | For reinforced hollow core EPS slabs;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1349;1.7;0.03;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (150 mm) | For wide-slab;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1823;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (150 mm) | For wide-slab;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1823;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (150 mm) | For wide-slab;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1823;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Joint reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (200 mm) | For wide-slab;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1808;1.7;0.12;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (200 mm) | For wide-slab;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1808;1.7;0.12;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (200 mm) | For wide-slab;Flat roof | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1808;1.7;0.12;;;;sqm;Cast in situ (chemically bonded);Joint reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (50 mm) | For prestressed hollow concrete slab;Floor | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1822;1.7;0.03;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (50 mm) | For prestressed hollow concrete slab;Floor | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1822;1.7;0.03;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (150 mm) | For wide-slab;Floor | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1807;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (150 mm) | For wide-slab;Floor | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1807;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (150 mm) | For wide-slab;Floor | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1807;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Joint reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (200 mm) | For wide-slab;Floor | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1809;1.7;0.12;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (200 mm) | For wide-slab;Floor | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1809;1.7;0.12;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (200 mm) | For wide-slab;Floor | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1809;1.7;0.12;;;;sqm;Cast in situ (chemically bonded);Joint reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast floor | Epoxy (4 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS16;0.2;0.02;;;;sqm;Cast in situ (chemically bonded);Epoxy topcoat;Finishing layer fixed to stony waste;0.05;0.0;0.0;0.95;0.0
Cast floor | Epoxy (4 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS16;0.2;0.02;;;;sqm;Cast in situ (chemically bonded);Epoxy cast floor;Other stony waste;0.05;0.0;0.0;0.95;0.75
Cast floor | Epoxy (4 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS16;0.2;0.02;;;;sqm;Cast in situ (chemically bonded);Floor primer;Concrete;0.05;0.0;0.0;0.95;0.75
Cast floor | Epoxy (6 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1473;0.2;0.03;;;;sqm;Cast in situ (chemically bonded);Epoxy topcoat;Finishing layer fixed to stony waste;0.05;0.0;0.0;0.95;0.0
Cast floor | Epoxy (6 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1473;0.2;0.03;;;;sqm;Cast in situ (chemically bonded);Epoxy cast floor;Other stony waste;0.05;0.0;0.0;0.95;0.75
Cast floor | Epoxy (6 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1473;0.2;0.03;;;;sqm;Cast in situ (chemically bonded);Floor primer;Concrete;0.05;0.0;0.0;0.95;0.75
Cast floor | Polished concrete (100 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS17;1.7;0.06;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast floor | Polished concrete (100 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS17;1.7;0.06;;;;sqm;Cast in situ (chemically bonded);Reinforcement net;Metals;0.05;0.0;0.0;0.95;0.85
Cast floor | Polished concrete (100 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS17;1.7;0.06;;;;sqm;Cast in situ (chemically bonded);Wear layer;Bulk materials;0.05;0.0;0.95;0.0;0.9
Cast floor | PUR (3 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS15;;0.05;;;;sqm;Cast in situ (chemically bonded);Floor primer;Concrete;0.05;0.0;0.0;0.95;0.75
Cast floor | PUR (3 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS15;;0.05;;;;sqm;Cast in situ (chemically bonded);PUR cast floor;Concrete;0.05;0.0;0.0;0.95;0.75
Cast floor | PUR (3 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS15;;0.05;;;;sqm;Cast in situ (chemically bonded);PUR in-situ topcoat;Synthetic insulation materials;0.05;0.95;0.0;0.0;0.0
Cast floor | Terrazzo (150 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1228;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Reinforcement net;Metals;0.05;0.0;0.0;0.95;0.85
Cast floor | Terrazzo (150 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1228;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Cement render;Concrete;0.05;0.0;0.0;0.95;0.75
Cast floor | Terrazzo (150 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1228;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Cast floor | Terrazzo (150 mm);Floor finish | Cladding;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1228;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Terrazzo top layer;Other stony waste;0.05;0.0;0.0;0.95;0.75
Screed | Anhydrite binder (45 mm);Floor finish | Support structure;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS24;1.3;0.03;;;;sqm;Cast in situ (chemically bonded);Anhydrite floor;Other stony waste;0.05;0.0;0.0;0.95;0.75
Screed | Anhydrite binder (45 mm);Floor finish | Support structure;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS24;1.3;0.03;;;;sqm;Cast in situ (chemically bonded);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Screed | Cement (50 mm);Floor finish | Support structure;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS22;1.35;0.04;;;;sqm;Cast in situ (chemically bonded);Cement;Other stony waste;0.05;0.0;0.0;0.95;0.75
Screed | Cement (50 mm);Floor finish | Support structure;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS22;1.35;0.04;;;;sqm;Cast in situ (chemically bonded);Sand;Bulk materials;0.05;0.0;0.95;0.0;0.9
Screed | Cement (50 mm);Floor finish | Support structure;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS22;1.35;0.04;;;;sqm;Cast in situ (chemically bonded);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Screed | Reinforced cement (50 mm);Floor finish | Support structure;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS23;1.6;0.03;;;;sqm;Cast in situ (chemically bonded);Cement;Other stony waste;0.05;0.0;0.0;0.95;0.75
Screed | Reinforced cement (50 mm);Floor finish | Support structure;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS23;1.6;0.03;;;;sqm;Cast in situ (chemically bonded);Sand;Bulk materials;0.05;0.0;0.95;0.0;0.9
Screed | Reinforced cement (50 mm);Floor finish | Support structure;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS23;1.6;0.03;;;;sqm;Cast in situ (chemically bonded);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Screed | Reinforced cement (50 mm);Floor finish | Support structure;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS23;1.6;0.03;;;;sqm;Cast in situ (chemically bonded);Reinforcement net;Metals;0.05;0.0;0.0;0.95;0.85
Screed | Trass-lime mortar (30 mm);Floor finish | Support structure;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS25;0.7;0.04;;;;sqm;Cast in situ (chemically bonded);Trass-lime mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Screed | Trass-lime mortar (30 mm);Floor finish | Support structure;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS25;0.7;0.04;;;;sqm;Cast in situ (chemically bonded);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Cast in situ | Reinforced concrete (50 mm) | For prestressed hollow concrete slab;Multiple applications | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1346;1.7;0.03;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (50 mm) | For prestressed hollow concrete slab;Multiple applications | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1346;1.7;0.03;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (150 mm) | For wide-slab;Multiple applications | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1351;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (150 mm) | For wide-slab;Multiple applications | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1351;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (150 mm) | For wide-slab;Multiple applications | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1351;1.7;0.09;;;;sqm;Cast in situ (chemically bonded);Joint reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (200 mm) | For wide-slab;Multiple applications | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1804;1.7;0.12;;;;sqm;Cast in situ (chemically bonded);Concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Cast in situ | Reinforced concrete (200 mm) | For wide-slab;Multiple applications | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1804;1.7;0.12;;;;sqm;Cast in situ (chemically bonded);Reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Cast in situ | Reinforced concrete (200 mm) | For wide-slab;Multiple applications | Pressure layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1804;1.7;0.12;;;;sqm;Cast in situ (chemically bonded);Joint reinforcement;Metals;0.05;0.0;0.0;0.95;0.85
Profiles | Softwood (mean 50 mm - c.t.c. 400 mm) | Nailed | Belgian mix;Roof finish | Sloping layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS600;;;;;;sqm;Nailed;Prefab softwood slope;Untreated, uncontaminated wood;0.0;0.25;0.0;0.75;0.4
Profiles | Softwood (mean 50 mm - c.t.c. 400 mm) | Nailed | Belgian mix;Roof finish | Sloping layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS600;;;;;;sqm;Nailed;Steel nails;Metals;0.05;0.0;0.0;0.95;0.85
Screed | Cement - EPS grains (mean 50 mm);Roof finish | Sloping layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1183;0.085;0.59;;;;sqm;Cast in situ (chemically bonded);Portland cement with EPS grains;Concrete;0.05;0.0;0.0;0.95;0.75
Screed | Cement - EPS grains (mean 50 mm);Roof finish | Sloping layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS1183;0.085;0.59;;;;sqm;Cast in situ (chemically bonded);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Screed | Cement (mean 50 mm);Roof finish | Sloping layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS599;1.35;0.04;;;;sqm;Cast in situ (chemically bonded);Cement;Other stony waste;0.05;0.0;0.0;0.95;0.75
Screed | Cement (mean 50 mm);Roof finish | Sloping layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS599;1.35;0.04;;;;sqm;Cast in situ (chemically bonded);Sand;Bulk materials;0.05;0.0;0.95;0.0;0.9
Screed | Cement (mean 50 mm);Roof finish | Sloping layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS599;1.35;0.04;;;;sqm;Cast in situ (chemically bonded);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Thick coating | Poor concrete (mean 50 mm);Roof finish | Sloping layer;Continuous flooring  and screed;Generic component;Ecoinvent 3.6;WS598;1.65;0.03;;;;sqm;Cast in situ (chemically bonded);Poor concrete cast in situ;Concrete;0.05;0.0;0.0;0.95;0.75
Acoustic panel | Glass wool (40 mm) | Anchored;Ceiling finish | Cladding;Finishing (walls, ceiling);Generic component;Ecoinvent 3.6;WS508;;;;;;sqm;Screwed with loose subcomponents;Acoustic panel;Mineral insulation materials;0.5;0.5;0.0;0.0;0.0
Acoustic panel | Glass wool (40 mm) | Anchored;Ceiling finish | Cladding;Finishing (walls, ceiling);Generic component;Ecoinvent 3.6;WS508;;;;;;sqm;Screwed with loose subcomponents;Steel suspension system;Metals;0.05;0.0;0.0;0.95;0.85
Acoustic panel | Glass wool (40 mm) | Anchored;Ceiling finish | Cladding;Finishing (walls, ceiling);Generic component;Ecoinvent 3.6;WS508;;;;;;sqm;Screwed with loose subcomponents;Steel anchors;Metals;0.05;0.0;0.0;0.95;0.85
Panels | PVC (5 mm) | Nailed;Ceiling finish | Cladding;Finishing (walls, ceiling);Generic component;Ecoinvent 3.6;WS497;;;;;;sqm;Nailed;PVC;PVC sheets;0.2;0.65;0.0;0.15;0.0
Panels | PVC (5 mm) | Nailed;Ceiling finish | Cladding;Finishing (walls, ceiling);Generic component;Ecoinvent 3.6;WS497;;;;;;sqm;Nailed;Steel nails;Metals;0.05;0.0;0.0;0.95;0.85
Planks | Softwood (13 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Cladding;Finishing (walls, ceiling);Generic component;Ecoinvent 3.6;WS496;;;;;;sqm;Nailed;Softwood;Untreated, uncontaminated wood;0.0;0.25;0.0;0.75;0.4
Planks | Softwood (13 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Cladding;Finishing (walls, ceiling);Generic component;Ecoinvent 3.6;WS496;;;;;;sqm;Nailed;Steel nails;Metals;0.05;0.0;0.0;0.95;0.85
